S. No.,State,District,Location,Longitude,Latitude,Year,pH,EC (µS/cm at,CO3 (mg/L),HCO3,Cl (mg/L),F (mg/L),SO4,NO3,PO4,Total Hardness,Ca (mg/L),Mg (mg/L),Na (mg/L),K (mg/L),Fe (ppm),As (ppb),U (ppb)
8429,Uttar Pradesh,Lucknow,"On Gosaiganj Mohanlalganj Road, At",81.1014,26.7686,2023,8.02,421,0,207,14,0.53,22,0,0,180,36,22,12,2,0,0,4
8430,Uttar Pradesh,Lucknow,"On Kakori Budheswar Road, At Raja",80.7931,26.8708,2023,7.93,652,0,317,36,0.7,11,12,0,269,48,36,36,4,0,0,16
8431,Uttar Pradesh,Lucknow,On Itaunja Malihabad Road At Mal,80.7969,26.9963,2023,7.95,631,0,378,14,0.67,0,0,0,270,68,24,24,5,0.07,0,5
8432,Uttar Pradesh,Lucknow,"On Lucknow Hardoi Road, Near",80.7544,26.9422,2023,7.92,710,0,390,14,0.64,23,0,0,275,60,30,49,6,3.89,0,13
8433,Uttar Pradesh,Lucknow,Nagram,81.1333,26.6197,2023,8.05,675,0,372,21,1.64,25,0,0,210,56,17,67,5,1.33,0,16.49
8434,Uttar Pradesh,Lucknow,"On Raebareili Road, At Mohanlalganj",81.1331,26.6194,2023,7.96,604,0,342,14,0.54,9,0,0,252,44,34,30,4,1.97,0,8
8435,Uttar Pradesh,Lucknow,Tikra,81.02,26.5878,2023,7.76,651,0,366,21,0.38,16,7,0,270,64,26,36,5,0.17,0,17.89
8436,Uttar Pradesh,Lucknow,On Lucknow Kanpur Road Near,80.8586,26.7522,2023,7.55,1205,0,500,71,0.55,50,41,0,459,84,60,44,6,0.13,0,18
8437,Uttar Pradesh,Lucknow,Parwar Pachim,80.9411,26.6908,2023,8.04,892,0,427,50,0.46,35,0,0,295,60,35,86,5,0.14,0,12.82
8438,Uttar Pradesh,Lucknow,Sarojini Nagar,80.8653,26.7783,2023,7.92,646,0,378,14,0.42,11,0,0,225,48,25,58,4,2.06,0,8.66
8439,Uttar Pradesh,Maharajganj,Sonchirraya Shivlahatola,83.3069,27.2834,2023,8.01,327,0,171,7,0.17,6,0,0,150,44,10,4,3,0,8.82,0
8440,Uttar Pradesh,Maharajganj,Biraichi,83.7293,27.0198,2023,7.79,481,0,232,14,0,16,0,0,180,64,5,26,3,1.36,5.51,0
8441,Uttar Pradesh,Maharajganj,Block Office,83.6129,27.0715,2023,7.69,888,0,366,57,0,44,0,0,350,100,24,39,5,2.51,7,0
8442,Uttar Pradesh,Maharajganj,Block Office,83.5421,27.1456,2023,7.78,420,0,220,14,0.36,0,0,0,180,44,17,11,4,1.2,3,0
8443,Uttar Pradesh,Maharajganj,Pakdi Forest,83.4465,27.1372,2023,7.89,607,0,329,7,0.67,11,0,0,220,40,29,35,3,0.19,5.16,6.38
8444,Uttar Pradesh,Maharajganj,Block Office,83.592,27.2369,2023,8.05,327,0,134,14,0.19,31,0,0,140,44,7,10,2,0.86,4,0
8445,Uttar Pradesh,Maharajganj,Ganeshpur,83.5953,27.3973,2023,7.67,209,0,85,14,0.12,0,11,0,90,20,10,6,0,0,6.36,0
8446,Uttar Pradesh,Maharajganj,Lalpur,83.7411,27.3953,2023,7.62,632,0,293,21,0.27,37,0,0,290,56,36,8,5,0.42,5.16,0
8447,Uttar Pradesh,Maharajganj,Block Office,83.3102,27.0962,2023,7.84,527,0,281,14,0.52,6,0,0,200,48,19,24,3,0.64,0,0
8448,Uttar Pradesh,Mahoba,Bari,79.8887,25.5397,2023,8.32,2032,30,805,142,1.44,48,45,0,270,32,46,335,1,0.25,0,21.74
8449,Uttar Pradesh,Mahoba,Hand Pump Of Block Office,79.7481,25.3933,2023,7.92,1450,0,439,220,1.41,30,15,0,450,56,74,124,0,5.06,0,5
8450,Uttar Pradesh,Mahoba,Rivai,79.7839,25.4804,2023,7.63,956,0,390,99,0.54,10,0,0,330,68,38,66,4,18.26,0,9.13
8451,Uttar Pradesh,Mahoba,Badera Khurd,79.5722,25.1794,2023,7.88,888,0,439,21,0.62,8,37,0,300,72,29,59,0,0.08,0,4.65
8452,Uttar Pradesh,Mahoba,-----Do-----,79.5661,25.2541,2023,7.41,1780,0,439,256,1.07,112,57,0,410,128,22,216,4,0.06,0,15
8453,Uttar Pradesh,Mahoba,Majhgawan,79.6562,25.1716,2023,7.41,2000,0,378,327,0.88,96,109,0,560,156,41,184,0,0.09,0,14.68
8454,Uttar Pradesh,Mahoba,Rawatpura,79.6575,25.2606,2023,7.52,580,0,256,21,0.4,35,15,0,210,56,17,35,2,0.1,0,0
8455,Uttar Pradesh,Mahoba,Saguniya,79.4847,25.1764,2023,7.94,1022,0,464,43,1.29,29,28,0,340,88,29,73,0,0.24,0,9.37
8456,Uttar Pradesh,Mahoba,Thurat,79.5249,25.2751,2023,7.54,720,0,342,36,0.98,15,16,0,230,52,24,59,0,0.21,0,7.08
8457,Uttar Pradesh,Mahoba,Atghar,80.1695,25.4968,2023,7.57,1001,0,415,64,0.75,40,27,0,370,92,34,56,1,0.06,0,7.12
8458,Uttar Pradesh,Mahoba,Barbai,80.0435,25.4845,2023,8.15,957,0,500,21,1.54,22,10,0,110,28,10,168,0,0.15,0,14.78
8459,Uttar Pradesh,Mahoba,Bhandra,79.8452,25.1578,2023,7.42,1510,0,366,149,0.55,92,174,0,480,108,50,121,2,0.32,0,3.65
8460,Uttar Pradesh,Mahoba,Block In Mahoba Town,79.8951,25.2982,2023,7.62,1288,0,293,170,0.67,81,87,0,410,112,31,105,0,0.37,0,13
8461,Uttar Pradesh,Mahoba,Ghutbai,79.955,25.2728,2023,7.64,1228,0,500,135,1.5,7,0,0,340,76,36,123,4,11.04,0,5.18
8462,Uttar Pradesh,Mahoba,Gugaura,79.9575,25.3525,2023,7.76,1204,0,525,92,1.39,18,18,0,280,44,41,147,0,0.16,0,34.58
8463,Uttar Pradesh,Mahoba,Kabrai,80.0054,25.3878,2023,8.06,1240,0,476,107,1.49,38,32,0,300,60,36,140,1,0.58,0,22.27
8464,Uttar Pradesh,Mahoba,Pawa,79.76,25.2653,2023,7.62,1094,0,512,57,1.23,28,21,0,350,44,58,89,0,0.15,0,37.72
8465,Uttar Pradesh,Mahoba,Srinagar,79.7789,25.1737,2023,7.77,1249,0,415,149,1.69,39,13,0,360,24,72,112,0,0.08,0,15.09
8466,Uttar Pradesh,Mahoba,Bharwara,79.5585,25.3663,2023,7.64,1024,0,390,50,0.88,83,32,0,320,72,34,83,0,0.63,0,9.3
8467,Uttar Pradesh,Mahoba,Budhi,79.6067,25.3774,2023,7.94,897,0,378,28,1.41,24,74,0,310,76,29,60,0,0.33,0,13.58
8468,Uttar Pradesh,Mahoba,-----Do-----,79.465,25.4266,2023,7.74,878,0,390,50,0.75,39,9,0,240,44,31,90,0,0.09,0,8
8469,Uttar Pradesh,Mahoba,Khero Kalan,79.3765,25.3455,2023,8.04,738,0,390,21,1.04,7,13,0,250,36,38,54,1,0.1,0,7.73
8470,Uttar Pradesh,Mahoba,Rivai,79.468,25.346,2023,7.61,1501,0,451,178,0.94,96,25,0,430,60,67,144,0,0.24,0,14.92
8471,Uttar Pradesh,Mahoba,Shergarh,79.4776,25.4943,2023,7.59,635,0,305,28,0.27,15,8,0,240,84,7,33,0,0.28,0,0
8482,Uttar Pradesh,Mathura,Block H.Q,77.82,27.4114,2023,8.54,1728,36,549,156,4.8,151,49,0,250,20,48,305,11,0.05,0,25
8483,Uttar Pradesh,Mathura,Block H.Q,77.5793,27.6208,2023,8.4,3675,24,281,936,4.4,150,110,0,720,84,122,505,1,0.63,0,12
8484,Uttar Pradesh,Mathura,Ajnokh,77.4105,27.6734,2023,7.7,7471,0,415,1553,0.1,900,8,0,1810,196,320,860,29,0,0,11.97
8485,Uttar Pradesh,Mathura,Baroli,77.5793,27.6745,2023,8.38,1710,12,378,177,1.85,230,0,0,270,36,44,265,2,0.32,1.76,21.82
8486,Uttar Pradesh,Mathura,Block H.Q,77.5008,27.7262,2023,8.33,7482,30,695,1106,3.5,1523,54,0,2030,76,442,900,16,0.23,0,100
8487,Uttar Pradesh,Mathura,Jatwari,77.5739,27.5739,2023,8.45,4356,24,537,596,3.7,800,17,0,540,44,104,780,6,0.1,1.02,25.8
8488,Uttar Pradesh,Mathura,Karahari,77.5615,27.7604,2023,8.44,1772,36,390,184,3.1,165,19,0,320,36,56,245,4,0.11,0,22.68
8489,Uttar Pradesh,Mathura,Umaraya,77.4742,27.6654,2023,8.47,9220,48,390,2198,2.4,880,0,0,2210,104,473,1140,8,0.35,0,15.1
8490,Uttar Pradesh,Mathura,Panigaon Khader,77.7583,27.5952,2023,8.2,484,0,220,7,1.6,37,0,0,150,24,22,43,2,0,1.95,11.66
8491,Uttar Pradesh,Mathura,Block H.Q,77.7161,27.6307,2023,7.98,2977,0,561,355,0.63,431,15,0,450,60,72,459,34,0.45,0,26
8492,Uttar Pradesh,Mathura,Block H.Q,77.3848,27.7165,2023,7.48,34180,0,2428,5672,2.1,5981,21,0,4400,524,742,4240,2895,0.71,0,0
8493,Uttar Pradesh,Mathura,Kamai,77.4336,27.6324,2023,8.49,3583,36,451,539,2.05,530,0,0,460,36,90,590,35,0.07,0,21.13
8494,Uttar Pradesh,Mathura,Puthari,77.3194,27.7575,2023,8.52,2229,36,317,277,2.65,335,8,0,410,44,73,320,5,0.1,0,20.32
8495,Uttar Pradesh,Mathura,Block H.Q,77.6495,27.8458,2023,8.01,5541,0,378,886,0.28,571,19,0,1040,120,178,545,5,0.44,0,32
8496,Uttar Pradesh,Mathura,Nankpur Khader,77.5796,27.8945,2023,8.12,6621,0,512,794,0.92,1200,730,0,1470,124,282,620,500,0.29,0,27.36
8497,Uttar Pradesh,Mathura,Surir,77.7207,27.7687,2023,8.2,4805,0,317,610,0.78,1200,22,0,940,96,170,700,22,0.21,0,25.67
8498,Uttar Pradesh,Mathura,Block H.Q,77.7848,27.5495,2023,8.25,4677,0,647,1028,2.1,394,22,0,560,52,103,825,7,0.24,0,20
8499,Uttar Pradesh,Mathura,Gaiyara,77.7989,27.589,2023,7.96,4581,0,464,858,0.38,500,26,0,780,120,116,700,6,0.24,0,8.3
8500,Uttar Pradesh,Mathura,Lohaban,77.7265,27.4977,2023,8.44,1050,24,293,71,0.94,72,17,0,280,40,44,100,3,0,0,11.48
8501,Uttar Pradesh,Mathura,Nagla Karan,77.8282,27.5325,2023,8.05,7425,0,390,1354,0.83,1300,70,0,1800,164,337,920,19,0.15,0,17.39
8502,Uttar Pradesh,Mathura,Thok Bindavani,77.9041,27.5697,2023,8.56,1732,36,561,85,2.4,175,24,0,380,40,68,224,5,0,0,76
8503,Uttar Pradesh,Maunath,Hanumanganj,83.4254,26.1414,2023,8.01,444,0,256,7,0.34,0,0,0,200,52,17,9,1,3.94,0,0
8504,Uttar Pradesh,Maunath,Mau Kuber,83.707,25.9653,2023,7.81,841,0,464,14,0.38,8,6,0,290,48,41,56,4,0.14,0,15.83
8505,Uttar Pradesh,Maunath Bhanjan,Block Office,83.5111,26.1806,2023,7.77,1027,0,512,50,0.66,11,6,0,440,52,74,32,3,0.19,0,14
8506,Uttar Pradesh,Maunath Bhanjan,Block Office,83.5094,26.2678,2023,7.86,622,0,342,14,0.42,9,0,0,270,40,41,17,4,4.17,4,0
8507,Uttar Pradesh,Meerut,In Block Office,77.7142,29.1206,2023,7.82,973,0,415,71,0.72,64,13,0,360,100,27,77,8,0.11,0,5
8508,Uttar Pradesh,Meerut,In Kodhi Ashram,77.6981,29.0591,2023,8,666,0,366,14,0.45,10,5,0,210,40,27,56,7,0,0,3.08
8509,Uttar Pradesh,Meerut,In Block Office,77.9964,29.1569,2023,7.76,875,0,342,71,0.41,47,65,0,320,64,39,62,9,0.07,0,22
8511,Uttar Pradesh,Meerut,In Block Office,77.5608,28.9639,2023,7.93,528,0,268,7,1,32,13,0,230,54,23,14,5,0.06,0,15
8512,Uttar Pradesh,Meerut,In Block Office,77.7439,28.84,2023,7.99,1552,0,598,163,1.6,48,67,0,570,78,91,128,8,0,0,18
8513,Uttar Pradesh,Meerut,In Block Office,77.8914,28.8925,2023,8.05,729,0,439,7,0.51,11,7,0,265,57,30,59,7,5.57,0,14
8514,Uttar Pradesh,Meerut,In Block Office,77.8553,29.0958,2023,8.04,595,0,342,7,0.68,28,10,0,280,61,31,12,9,0.12,2,9
8515,Uttar Pradesh,Meerut,Satish House,77.8223,29.1866,2023,7.74,425,0,232,7,0.28,24,0,0,185,42,19,16,5,0,0,7.91
8516,Uttar Pradesh,Meerut,In Block Office,77.6881,28.9692,2023,7.98,805,0,403,35,0.37,38,11,0,320,71,35,53,7,0.15,0,28
8518,Uttar Pradesh,Meerut,Awasiya Gate,77.7408,28.9649,2023,7.77,627,0,268,50,0.31,32,17,0,175,36,21,66,5,0.29,0,5.4
8519,Uttar Pradesh,Meerut,Choudary Niwash,77.6684,28.9939,2023,7.69,785,0,390,50,0.13,27,0,0,235,38,34,88,6,1.06,0,0
8520,Uttar Pradesh,Meerut,Din Dayal House,77.652,28.9038,2023,7.83,1210,0,561,64,0.38,43,19,0,330,60,44,122,9,0,0,29.22
8521,Uttar Pradesh,Meerut,Dinesh House,77.7407,28.9506,2023,7.95,677,0,281,57,0.14,34,0,0,220,46,26,49,6,0.18,0,7.05
8522,Uttar Pradesh,Meerut,In Side Balajee Temple,77.6572,28.9433,2023,7.78,1375,0,659,78,1.5,45,24,0,260,40,39,220,7,0,0,0
8523,Uttar Pradesh,Meerut,Khadoli Chock,77.6544,28.9851,2023,8.15,540,0,293,14,0.62,27,0,0,220,48,24,30,6,0,0,5.2
8524,Uttar Pradesh,Meerut,Lalsana Chouraha,77.7255,29.0473,2023,7.71,726,0,244,35,0.21,75,85,0,300,46,45,43,6,0.57,0,9.97
8525,Uttar Pradesh,Meerut,Mangalpuri,77.674,29.0222,2023,7.61,687,0,378,21,0,33,0,0,225,42,29,67,7,2.48,0,35.55
8526,Uttar Pradesh,Meerut,Meerut Cant,77.7206,29.0035,2023,8.04,845,0,451,28,0.3,32,18,0,300,52,41,73,6,0,0,5.81
8527,Uttar Pradesh,Meerut,Meerut Cant,77.6973,29.0056,2023,7.95,1017,0,464,43,0.89,48,28,0,340,68,41,85,8,0.2,0,11.55
8528,Uttar Pradesh,Meerut,Near Anand Bhawan Inside Shashtri,77.7269,28.9479,2023,8.12,1143,0,427,113,0.45,60,16,0,330,84,29,105,7,0,0,0
8529,Uttar Pradesh,Meerut,Near Azi Hanif In House,77.726,28.9279,2023,7.76,2076,0,317,291,0.17,152,140,0,415,84,50,245,7,0.18,0,0
8530,Uttar Pradesh,Meerut,Near Mazar,77.6715,29.0488,2023,7.52,763,0,390,35,0.2,41,0,0,195,42,22,101,6,3.56,0,17.98
8531,Uttar Pradesh,Meerut,Near Satbir House,77.6372,28.9709,2023,8.09,595,0,317,21,0.59,24,6,0,200,44,22,56,5,0.97,0,11.02
8532,Uttar Pradesh,Meerut,Near Shish Mahal,77.6984,28.9421,2023,7.75,487,0,244,28,0.47,0,12,0,165,56,6,37,15,6.13,6.45,0
8533,Uttar Pradesh,Meerut,Near Swach Community Toilet,77.6991,28.9866,2023,7.88,637,0,329,28,0.3,28,5,0,240,50,28,47,6,2.24,0,16.64
8534,Uttar Pradesh,Meerut,New Meenakshi,77.7369,29.0178,2023,7.74,762,0,232,21,0.2,154,50,0,300,60,36,45,6,3.06,5.16,4.31
8535,Uttar Pradesh,Meerut,On Road Side,77.7216,28.9621,2023,7.84,925,0,415,43,0.76,55,39,0,290,84,19,98,6,0,0,14.23
8536,Uttar Pradesh,Meerut,On Rosd Side,77.6505,28.9177,2023,7.92,1023,0,293,170,0.7,21,14,0,280,40,44,103,8,0,0,29.22
8537,Uttar Pradesh,Meerut,On Sevice Road Side,77.6989,29.045,2023,7.82,696,0,378,7,0.21,0,19,0,220,42,28,58,5,0.21,0,13.18
8538,Uttar Pradesh,Meerut,Out Side The Boundary Wall Of,77.6606,28.9633,2023,8.05,1050,0,525,35,0.93,48,14,0,280,60,32,125,7,0,0,0
8539,Uttar Pradesh,Meerut,Rohta Fatak,77.6758,28.9824,2023,7.64,1015,0,366,85,0.27,44,34,0,265,46,36,106,8,0.66,0,9.89
8540,Uttar Pradesh,Meerut,Shatabdi Nagar,77.6715,28.9404,2023,7.61,1217,0,464,106,0.29,19,110,0,290,32,51,167,9,0.21,0,13.54
8541,Uttar Pradesh,Meerut,Shiv Nageswar Temple,77.7159,29.0729,2023,7.78,538,0,293,7,0.22,33,0,0,185,36,23,48,6,1.58,0,9.4
8542,Uttar Pradesh,Meerut,Shobhapur,77.6486,29.0038,2023,8.14,443,0,244,7,0.66,25,0,0,210,48,22,8,7,0.09,0,14.63
